,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
9406636,2021-06-11 12:27:48.202839+00:00,x,y,2021-06-18 16:00:00+00:00,2021-06-18 18:00:00+00:00,alpha,True,15.0,1,a-23,9707.0
19357580,2021-08-16 04:13:37.089319+00:00,x,y,2021-08-29 16:00:00+00:00,2021-08-29 18:00:00+00:00,alpha,True,20.0,1,a-23,8381.0
15677480,2021-07-24 06:05:14.752463+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 15:55:00+00:00,beta,True,40.0,0,b-9,13090.0
14302199,2021-07-13 17:39:31.385606+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,2,c-6,8765.0
19375251,2021-08-16 06:46:20.843008+00:00,x,y,2021-08-17 04:40:00+00:00,2021-08-17 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
3213223,2021-03-13 21:29:26.345731+00:00,x,y,2021-03-23 17:00:00+00:00,2021-03-23 18:59:00+00:00,gamma,True,20.0,1,c-6,9800.0
3036616,2021-03-11 09:58:52.628972+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,True,20.0,2,c-4,11300.0
3747409,2021-03-24 02:37:07.222192+00:00,x,y,2021-04-09 11:00:00+00:00,2021-04-09 12:55:00+00:00,beta,True,20.0,0,b-69,8988.0
9029407,2021-06-07 18:18:06.456803+00:00,x,y,2021-06-08 05:00:00+00:00,2021-06-08 06:55:00+00:00,beta,True,20.0,0,b-1,10391.0
8566884,2021-06-03 07:38:30.000584+00:00,x,y,2021-06-15 07:01:00+00:00,2021-06-15 09:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
20295956,2021-08-21 09:42:13.477824+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,alpha,True,20.0,1,a-7,10545.0
18420694,2021-08-11 09:13:34.555505+00:00,x,y,2021-08-16 17:00:00+00:00,2021-08-16 18:59:00+00:00,gamma,True,20.0,2,c-6,9525.0
1319513,2021-02-05 18:25:01.430965+00:00,x,y,2021-03-21 16:00:00+00:00,2021-03-21 18:10:00+00:00,alpha,True,0.0,0,a-7,8739.0
7388286,2021-05-21 12:24:32.750943+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 13:00:00+00:00,gamma,True,20.0,1,c-4,8025.0
16675707,2021-07-31 17:20:26.722009+00:00,x,y,2021-12-05 07:00:00+00:00,2021-12-05 09:00:00+00:00,alpha,True,35.0,1,a-5,10545.0
8461655,2021-06-02 08:21:06.900734+00:00,x,y,2021-06-04 17:00:00+00:00,2021-06-04 18:59:00+00:00,gamma,True,20.0,1,c-6,10900.0
2359654,2021-03-01 01:57:03.233153+00:00,x,y,2021-03-09 11:00:00+00:00,2021-03-09 13:00:00+00:00,gamma,True,20.0,2,c-4,8890.0
2619391,2021-03-04 18:27:11.805558+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,alpha,True,35.0,1,a-1,8027.0
18810664,2021-08-13 06:27:05.773861+00:00,x,y,2021-08-23 07:00:00+00:00,2021-08-23 09:00:00+00:00,alpha,True,20.0,1,a-5,17745.0
6015712,2021-05-02 14:43:24.694758+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,20.0,1,c-6,7390.0
8251235,2021-05-31 13:20:46.824852+00:00,x,y,2021-07-17 05:00:00+00:00,2021-07-17 07:00:00+00:00,gamma,True,20.0,1,c-2,10900.0
2294011,2021-02-28 02:35:54.809926+00:00,x,y,2021-03-04 05:00:00+00:00,2021-03-04 06:55:00+00:00,beta,True,20.0,0,b-1,6944.0
19179291,2021-08-15 04:48:27.107854+00:00,x,y,2021-08-16 02:00:00+00:00,2021-08-16 03:55:00+00:00,beta,True,20.0,0,b-73,6570.0
17165191,2021-08-04 23:13:02.513853+00:00,x,y,2021-10-05 17:00:00+00:00,2021-10-05 18:59:00+00:00,gamma,True,20.0,1,c-6,12560.0
12288742,2021-07-02 07:47:42.412615+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,1,c-4,14065.0
821684,2021-01-24 11:53:52.513737+00:00,x,y,2021-01-26 05:15:00+00:00,2021-01-26 07:25:00+00:00,alpha,True,20.0,1,a-1,10227.0
17231427,2021-08-05 12:36:05.693095+00:00,x,y,2021-08-23 11:00:00+00:00,2021-08-23 12:55:00+00:00,beta,True,20.0,0,b-69,7370.0
3079347,2021-03-11 20:15:09.752684+00:00,x,y,2021-04-12 11:00:00+00:00,2021-04-12 12:55:00+00:00,beta,True,20.0,0,b-69,9051.0
17684293,2021-08-08 07:31:56.662583+00:00,x,y,2021-10-02 17:05:00+00:00,2021-10-02 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
8490431,2021-06-02 12:45:25.119164+00:00,x,y,2021-06-06 05:00:00+00:00,2021-06-06 07:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
7813557,2021-05-26 15:35:15.774951+00:00,x,y,2021-05-30 09:30:00+00:00,2021-05-30 11:25:00+00:00,beta,True,40.0,0,b-69,9357.0
15533442,2021-07-23 07:12:01.795724+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,35.0,1,a-7,10545.0
1270873,2021-02-04 13:59:24.048738+00:00,x,y,2021-02-17 05:15:00+00:00,2021-02-17 07:25:00+00:00,alpha,True,0.0,0,a-1,8739.0
3236909,2021-03-14 10:01:00.220236+00:00,x,y,2021-03-26 14:00:00+00:00,2021-03-26 15:55:00+00:00,beta,True,40.0,0,b-9,9863.0
19865453,2021-08-18 18:15:18.429900+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,True,20.0,1,a-23,22445.0
6981595,2021-05-17 03:01:58.929963+00:00,x,y,2021-05-17 14:00:00+00:00,2021-05-17 15:55:00+00:00,beta,True,20.0,0,b-9,7058.0
19094194,2021-08-14 15:06:19.713551+00:00,x,y,2021-08-16 02:00:00+00:00,2021-08-16 03:55:00+00:00,beta,True,20.0,0,b-73,6570.0
8381604,2021-06-01 14:07:46.708486+00:00,x,y,2021-06-11 17:00:00+00:00,2021-06-11 18:59:00+00:00,gamma,True,20.0,2,c-6,11900.0
17101263,2021-08-04 13:04:23.674521+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,True,20.0,1,a-5,7524.0
79598,2021-01-02 16:19:00.078286+00:00,x,y,2021-01-27 05:15:00+00:00,2021-01-27 07:25:00+00:00,alpha,True,20.0,1,a-1,10227.0
20471149,2021-08-22 13:26:45.312194+00:00,x,y,2021-10-03 07:00:00+00:00,2021-10-03 09:00:00+00:00,alpha,True,20.0,1,a-5,7524.0
16101883,2021-07-27 05:59:30.764110+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,True,20.0,1,c-2,7765.0
1724699,2021-02-15 14:41:03.539437+00:00,x,y,2021-06-18 05:00:00+00:00,2021-06-18 07:00:00+00:00,gamma,True,20.0,2,c-2,13750.0
10793205,2021-06-22 09:29:46.857953+00:00,x,y,2021-06-30 04:00:00+00:00,2021-06-30 06:00:00+00:00,alpha,True,15.0,1,a-1,6531.0
15827428,2021-07-25 09:13:18.329940+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,gamma,True,20.0,2,c-2,9525.0
4611347,2021-04-15 07:19:15.639252+00:00,x,y,2021-04-15 17:00:00+00:00,2021-04-15 18:59:00+00:00,gamma,True,20.0,1,c-6,8395.0
4432317,2021-04-09 09:33:41.387115+00:00,x,y,2021-04-09 11:00:00+00:00,2021-04-09 13:00:00+00:00,gamma,True,20.0,1,c-4,8395.0
10390915,2021-06-18 23:07:10.305512+00:00,x,y,2021-06-19 13:00:00+00:00,2021-06-19 15:00:00+00:00,alpha,True,15.0,1,a-9,15692.0
9102673,2021-06-08 13:00:55.613970+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,gamma,True,20.0,1,c-2,10900.0
13880226,2021-07-11 00:21:21.487636+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,35.0,1,a-9,19545.0
13209122,2021-07-06 20:07:13.320596+00:00,x,y,2021-07-24 13:00:00+00:00,2021-07-24 15:00:00+00:00,alpha,True,35.0,1,a-9,14645.0
7014316,2021-05-17 10:28:05.318200+00:00,x,y,2021-05-18 11:00:00+00:00,2021-05-18 13:00:00+00:00,gamma,True,20.0,1,c-4,7390.0
7118150,2021-05-18 12:59:38.818322+00:00,x,y,2021-05-24 16:00:00+00:00,2021-05-24 18:00:00+00:00,alpha,True,15.0,1,a-7,7124.0
3804101,2021-03-25 06:55:54.779192+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,gamma,True,20.0,1,c-2,9800.0
7543906,2021-05-23 08:12:26.002205+00:00,x,y,2021-06-28 05:00:00+00:00,2021-06-28 07:00:00+00:00,gamma,True,20.0,1,c-2,8025.0
5159439,2021-04-21 18:53:51.460249+00:00,x,y,2021-04-25 05:00:00+00:00,2021-04-25 06:55:00+00:00,beta,True,20.0,0,b-1,7737.0
12414497,2021-07-02 19:19:20.514625+00:00,x,y,2021-07-07 09:45:00+00:00,2021-07-07 11:45:00+00:00,gamma,True,20.0,2,c-2,11285.0
6880815,2021-05-15 21:47:40.483559+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,True,20.0,2,c-6,8390.0
13611390,2021-07-09 08:13:09.897800+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,35.0,1,a-23,19545.0
4451045,2021-04-09 18:13:01.246375+00:00,x,y,2021-04-16 13:30:00+00:00,2021-04-16 15:30:00+00:00,alpha,True,15.0,1,a-5,8048.0
11992463,2021-06-30 13:30:26.973330+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,35.0,1,a-23,13277.0
6489997,2021-05-09 14:48:13.666869+00:00,x,y,2021-05-13 13:30:00+00:00,2021-05-13 15:30:00+00:00,alpha,True,15.0,1,a-5,5495.0
14294404,2021-07-13 16:42:56.701441+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,35.0,1,a-1,12645.0
9417176,2021-06-11 14:31:03.908745+00:00,x,y,2021-06-13 16:00:00+00:00,2021-06-13 18:00:00+00:00,alpha,True,35.0,1,a-23,17792.0
8534722,2021-06-02 20:13:28.982057+00:00,x,y,2021-06-20 05:00:00+00:00,2021-06-20 06:55:00+00:00,beta,True,20.0,0,b-1,10036.0
5957991,2021-05-01 17:15:22.743133+00:00,x,y,2021-05-11 11:00:00+00:00,2021-05-11 13:00:00+00:00,gamma,True,20.0,2,c-4,10800.0
9239777,2021-06-09 18:47:21.080432+00:00,x,y,2021-06-19 13:00:00+00:00,2021-06-19 15:00:00+00:00,alpha,True,15.0,1,a-9,10006.0
4709076,2021-04-18 03:24:31.884663+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,gamma,True,20.0,1,c-2,7640.0
10374294,2021-06-18 19:11:22.357928+00:00,x,y,2021-06-19 05:00:00+00:00,2021-06-19 06:55:00+00:00,beta,True,40.0,0,b-1,17324.0
4228564,2021-04-03 21:16:58.032290+00:00,x,y,2021-04-06 15:30:00+00:00,2021-04-06 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
20917726,2021-08-25 11:41:25.206609+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,15.0,1,a-1,7524.0
13546584,2021-07-08 19:06:55.801588+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20.0,1,c-6,10900.0
16440822,2021-07-29 17:31:47.308721+00:00,x,y,2021-08-03 16:00:00+00:00,2021-08-03 18:00:00+00:00,alpha,True,15.0,1,a-23,11245.0
18967915,2021-08-13 20:59:28.790050+00:00,x,y,2021-08-26 17:05:00+00:00,2021-08-26 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
8350268,2021-06-01 09:24:48.928867+00:00,x,y,2021-06-10 07:00:00+00:00,2021-06-10 09:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
2851791,2021-03-08 15:58:43.561207+00:00,x,y,2021-03-10 13:30:00+00:00,2021-03-10 15:30:00+00:00,alpha,True,35.0,1,a-5,8027.0
10438684,2021-06-19 10:36:33.858319+00:00,x,y,2021-07-04 11:00:00+00:00,2021-07-04 12:55:00+00:00,beta,True,40.0,0,b-69,8034.0
14865645,2021-07-17 16:34:14.036458+00:00,x,y,2021-08-03 05:00:00+00:00,2021-08-03 06:55:00+00:00,beta,True,40.0,0,b-1,8200.0
12259333,2021-07-02 04:31:00.060831+00:00,x,y,2021-07-23 09:45:00+00:00,2021-07-23 11:45:00+00:00,gamma,True,20.0,2,c-2,9750.0
14390571,2021-07-14 09:09:47.508755+00:00,x,y,2021-07-25 13:05:00+00:00,2021-07-25 15:05:00+00:00,alpha,True,15.0,1,a-9,23895.0
17610600,2021-08-07 18:46:07.054161+00:00,x,y,2021-10-11 04:40:00+00:00,2021-10-11 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
7452453,2021-05-22 07:06:54.366521+00:00,x,y,2021-07-01 05:00:00+00:00,2021-07-01 07:00:00+00:00,alpha,True,35.0,1,a-1,7520.0
3063681,2021-03-11 16:20:49.840379+00:00,x,y,2021-03-14 14:00:00+00:00,2021-03-14 15:55:00+00:00,beta,True,20.0,0,b-9,9375.0
3484256,2021-03-18 13:34:18.969937+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,15.0,1,a-7,9798.0
1338302,2021-02-06 09:40:34.688854+00:00,x,y,2021-03-03 11:00:00+00:00,2021-03-03 12:55:00+00:00,beta,True,35.0,0,b-69,9533.0
6581962,2021-05-10 20:33:17.010614+00:00,x,y,2021-05-15 17:00:00+00:00,2021-05-15 18:59:00+00:00,gamma,True,20.0,2,c-6,13500.0
3045964,2021-03-11 12:02:46.634195+00:00,x,y,2021-03-26 05:00:00+00:00,2021-03-26 07:00:00+00:00,gamma,True,20.0,1,c-2,9800.0
5906100,2021-04-30 23:50:02.746755+00:00,x,y,2021-05-22 11:00:00+00:00,2021-05-22 12:55:00+00:00,beta,True,20.0,0,b-69,6786.0
7371050,2021-05-21 09:31:31.542196+00:00,x,y,2021-07-04 10:00:00+00:00,2021-07-04 12:00:00+00:00,alpha,True,35.0,1,a-9,7520.0
540804,2021-01-16 11:01:58.191016+00:00,x,y,2021-01-20 11:00:00+00:00,2021-01-20 12:55:00+00:00,beta,True,40.0,0,b-69,9878.0
5472549,2021-04-24 23:43:30.517930+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,0.0,0,c-2,7315.0
14397119,2021-07-14 09:57:00.753451+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,1,c-4,15075.0
21618165,2021-08-30 18:27:09.938838+00:00,x,y,2021-09-13 10:30:00+00:00,2021-09-13 12:25:00+00:00,beta,True,20.0,0,b-69,5960.0
12015392,2021-06-30 15:51:27.069555+00:00,x,y,2021-07-04 09:45:00+00:00,2021-07-04 11:45:00+00:00,gamma,True,20.0,1,c-2,16090.0
15301182,2021-07-21 11:39:14.972964+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,alpha,True,15.0,1,a-7,12945.0
11821323,2021-06-29 13:16:10.382931+00:00,x,y,2021-07-12 05:00:00+00:00,2021-07-12 06:55:00+00:00,beta,True,20.0,0,b-1,7201.0
2613536,2021-03-04 16:50:13.756625+00:00,x,y,2021-03-08 13:30:00+00:00,2021-03-08 15:30:00+00:00,alpha,True,15.0,1,a-5,7502.0
18538985,2021-08-11 18:56:53.302564+00:00,x,y,2021-08-16 10:35:00+00:00,2021-08-16 12:35:00+00:00,omega,True,20.0,1,d-3,7950.0
1162351,2021-02-02 04:43:50.542814+00:00,x,y,2021-03-09 13:30:00+00:00,2021-03-09 15:40:00+00:00,alpha,True,20.0,1,a-5,9799.0
7122610,2021-05-18 14:20:36.589083+00:00,x,y,2021-05-21 14:00:00+00:00,2021-05-21 15:55:00+00:00,beta,True,20.0,0,b-9,7047.0
2731104,2021-03-06 15:00:49.063827+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 13:00:00+00:00,gamma,True,20.0,2,c-4,9140.0
10865315,2021-06-22 19:41:21.976318+00:00,x,y,2021-06-25 14:00:00+00:00,2021-06-25 16:00:00+00:00,gamma,True,20.0,1,c-4,11045.0
19228093,2021-08-15 10:27:32.392368+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,15.0,1,a-23,7524.0
4753800,2021-04-18 16:22:35.085383+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,gamma,True,20.0,2,c-2,9650.0
12372868,2021-07-02 15:40:31.254159+00:00,x,y,2021-07-06 04:00:00+00:00,2021-07-06 06:00:00+00:00,alpha,True,15.0,1,a-1,11245.0
18776977,2021-08-12 23:21:42.620066+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,2,c-6,12300.0
21125401,2021-08-26 19:28:08.430123+00:00,x,y,2021-09-20 04:40:00+00:00,2021-09-20 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
11572505,2021-06-28 04:19:03.818925+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,1,c-6,10900.0
15494162,2021-07-22 22:07:23.586416+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,2,c-4,14130.0
19384815,2021-08-16 07:39:51.328148+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,gamma,True,20.0,2,c-2,12300.0
7944684,2021-05-28 12:20:32.703646+00:00,x,y,2021-06-19 05:00:00+00:00,2021-06-19 07:00:00+00:00,alpha,True,15.0,1,a-1,7124.0
10990031,2021-06-23 19:45:08.666071+00:00,x,y,2021-07-10 07:00:00+00:00,2021-07-10 09:00:00+00:00,alpha,True,15.0,1,a-5,9497.0
2307810,2021-02-28 08:16:48.132491+00:00,x,y,2021-03-08 05:00:00+00:00,2021-03-08 06:55:00+00:00,beta,True,20.0,0,b-1,6944.0
13087023,2021-07-06 08:56:43.675137+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,1,c-2,20120.0
13444991,2021-07-08 07:44:48.440512+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,2,c-6,8765.0
3094387,2021-03-12 05:52:16.087256+00:00,x,y,2021-04-06 13:30:00+00:00,2021-04-06 15:30:00+00:00,alpha,True,35.0,1,a-5,10799.0
372202,2021-01-11 10:40:57.985292+00:00,x,y,2021-01-14 13:00:00+00:00,2021-01-14 15:00:00+00:00,alpha,True,20.0,1,a-5,10227.0
10410667,2021-06-19 06:34:29.697539+00:00,x,y,2021-06-24 13:00:00+00:00,2021-06-24 15:00:00+00:00,alpha,True,15.0,1,a-9,7150.0
5743195,2021-04-28 15:23:46.801341+00:00,x,y,2021-04-29 06:30:00+00:00,2021-04-29 08:25:00+00:00,beta,True,20.0,0,b-1,6786.0
21340332,2021-08-28 12:27:01.090469+00:00,x,y,2021-08-31 16:00:00+00:00,2021-08-31 18:00:00+00:00,alpha,True,20.0,1,a-23,12645.0
20518202,2021-08-22 18:56:30.809555+00:00,x,y,2021-08-30 13:00:00+00:00,2021-08-30 15:00:00+00:00,alpha,True,20.0,1,a-9,8381.0
12876009,2021-07-05 07:43:37.641265+00:00,x,y,2021-07-28 16:00:00+00:00,2021-07-28 18:00:00+00:00,alpha,True,35.0,1,a-23,10545.0
2461181,2021-03-02 10:07:22.373634+00:00,x,y,2021-03-22 05:00:00+00:00,2021-03-22 06:55:00+00:00,beta,True,20.0,0,b-1,11462.0
17276563,2021-08-05 18:00:16.219300+00:00,x,y,2021-08-07 04:40:00+00:00,2021-08-07 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
16818717,2021-08-01 23:21:59.820055+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,35.0,1,a-7,8381.0
3163517,2021-03-13 06:24:17.234091+00:00,x,y,2021-04-03 13:30:00+00:00,2021-04-03 15:30:00+00:00,alpha,True,15.0,1,a-5,9798.0
14024851,2021-07-11 20:37:00.473000+00:00,x,y,2021-08-09 09:45:00+00:00,2021-08-09 11:45:00+00:00,gamma,True,20.0,1,c-2,12560.0
4136800,2021-04-01 11:13:31.856330+00:00,x,y,2021-04-02 17:00:00+00:00,2021-04-02 18:59:00+00:00,gamma,True,20.0,2,c-6,10800.0
13177330,2021-07-06 17:17:00.498322+00:00,x,y,2021-07-12 11:00:00+00:00,2021-07-12 12:55:00+00:00,beta,True,40.0,0,b-69,12860.0
11280030,2021-06-25 21:20:31.673521+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,1,c-4,8100.0
8467610,2021-06-02 09:21:14.725962+00:00,x,y,2021-06-18 11:00:00+00:00,2021-06-18 13:00:00+00:00,gamma,True,20.0,2,c-4,11900.0
18979397,2021-08-13 23:02:45.481959+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,True,15.0,1,a-7,7524.0
17636328,2021-08-07 21:37:45.584535+00:00,x,y,2021-08-25 04:00:00+00:00,2021-08-25 06:00:00+00:00,alpha,True,15.0,1,a-1,6810.0
1821683,2021-02-17 14:43:51.008474+00:00,x,y,2021-02-19 16:00:00+00:00,2021-02-19 18:10:00+00:00,alpha,True,35.0,1,a-7,12500.0
17530145,2021-08-07 10:53:43.019826+00:00,x,y,2021-08-15 10:00:00+00:00,2021-08-15 12:00:00+00:00,gamma,True,20.0,2,c-2,8500.0
267313,2021-01-08 07:45:48.629891+00:00,x,y,2021-01-12 14:00:00+00:00,2021-01-12 15:55:00+00:00,beta,False,20.0,0,b-9,8707.0
21069108,2021-08-26 12:29:30.354192+00:00,x,y,2021-09-14 04:00:00+00:00,2021-09-14 06:00:00+00:00,alpha,True,20.0,1,a-1,7524.0
7798037,2021-05-26 10:55:39.277904+00:00,x,y,2021-05-31 17:00:00+00:00,2021-05-31 18:59:00+00:00,gamma,True,20.0,1,c-6,8025.0
14913436,2021-07-18 05:10:59.055316+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,10285.0
18049291,2021-08-09 19:51:15.092674+00:00,x,y,2021-08-12 17:00:00+00:00,2021-08-12 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
222276,2021-01-06 19:04:48.939848+00:00,x,y,2021-01-08 13:00:00+00:00,2021-01-08 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
19418976,2021-08-16 11:02:59.496717+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,True,20.0,1,c-2,12560.0
14030761,2021-07-11 21:53:34.999196+00:00,x,y,2021-09-30 14:00:00+00:00,2021-09-30 15:55:00+00:00,beta,True,40.0,0,b-9,8200.0
5246898,2021-04-22 14:47:33.814870+00:00,x,y,2021-05-10 11:00:00+00:00,2021-05-10 12:55:00+00:00,beta,True,40.0,0,b-69,9653.0
20603774,2021-08-23 11:00:52.503544+00:00,x,y,2021-08-26 04:00:00+00:00,2021-08-26 06:00:00+00:00,alpha,True,15.0,1,a-1,11245.0
933726,2021-01-27 11:39:57.143354+00:00,x,y,2021-02-10 17:00:00+00:00,2021-02-10 18:59:00+00:00,gamma,True,32.0,1,c-6,9150.0
20566451,2021-08-23 06:22:25.792493+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,alpha,True,15.0,1,a-7,9045.0
4359012,2021-04-07 11:22:35.974069+00:00,x,y,2021-04-09 13:30:00+00:00,2021-04-09 15:30:00+00:00,alpha,True,15.0,1,a-5,8048.0
2952812,2021-03-10 09:16:15.199724+00:00,x,y,2021-03-24 17:00:00+00:00,2021-03-24 18:59:00+00:00,gamma,True,20.0,2,c-6,8890.0
829800,2021-01-24 16:02:10.554342+00:00,x,y,2021-01-25 05:00:00+00:00,2021-01-25 06:55:00+00:00,beta,True,40.0,0,b-1,13097.0
5900014,2021-04-30 21:56:45.839223+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20.0,1,c-4,7640.0
5189270,2021-04-22 02:56:10.795241+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,True,20.0,1,c-6,8145.0
6995302,2021-05-17 07:02:29.802549+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 06:55:00+00:00,beta,True,20.0,0,b-1,6734.0
300609,2021-01-09 06:32:46.066456+00:00,x,y,2021-01-16 11:00:00+00:00,2021-01-16 12:55:00+00:00,beta,False,20.0,0,b-69,8697.0
7972051,2021-05-28 18:15:46.014777+00:00,x,y,2021-07-08 10:00:00+00:00,2021-07-08 12:00:00+00:00,alpha,True,35.0,1,a-9,7520.0
9129337,2021-06-08 17:34:46.431264+00:00,x,y,2021-06-17 11:00:00+00:00,2021-06-17 12:55:00+00:00,beta,True,20.0,0,b-69,10047.0
9412438,2021-06-11 13:40:01.142808+00:00,x,y,2021-06-16 05:00:00+00:00,2021-06-16 07:00:00+00:00,gamma,True,20.0,2,c-2,11900.0
13759503,2021-07-10 07:23:43.484855+00:00,x,y,2021-07-17 05:00:00+00:00,2021-07-17 06:55:00+00:00,beta,True,40.0,0,b-1,12990.0
13966161,2021-07-11 13:22:04.321591+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
17118546,2021-08-04 15:18:16.352188+00:00,x,y,2021-09-05 16:00:00+00:00,2021-09-05 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
16069446,2021-07-26 20:15:33.652748+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 15:55:00+00:00,beta,True,40.0,0,b-9,8270.0
423638,2021-01-12 19:36:14.498472+00:00,x,y,2021-02-01 11:00:00+00:00,2021-02-01 13:00:00+00:00,gamma,True,32.0,2,c-4,10400.0
9010210,2021-06-07 15:13:58.924071+00:00,x,y,2021-07-05 13:00:00+00:00,2021-07-05 15:00:00+00:00,alpha,True,15.0,1,a-9,9403.0
13956997,2021-07-11 12:10:20.702581+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,15.0,1,a-23,11245.0
10598000,2021-06-20 17:21:50.166208+00:00,x,y,2021-06-21 14:00:00+00:00,2021-06-21 16:00:00+00:00,gamma,True,20.0,1,c-4,9025.0
12313146,2021-07-02 10:02:01.405021+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,True,20.0,2,c-4,13050.0
10696057,2021-06-21 13:47:28.541440+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,2,c-4,7900.0
5460396,2021-04-24 19:44:58.921845+00:00,x,y,2021-10-20 05:00:00+00:00,2021-10-20 07:00:00+00:00,alpha,True,35.0,1,a-1,8290.0
